Company Name,Website,Location,City,State/Province,Country,Booth,Hall,Description
OSI Optoelectronics,https://www.osioptoelectronics.com,"OS, USA",,OS,USA,8201,Hall DE,"OSI Optoelectronics delivers innovative photonics and advanced electronics solutions for the aerospace and defense markets. With ITAR and NADCAP compliant business systems and AS9100D certified and DCSA cleared facilities, OSI delivers a wide range of solutions for mission-critical applications."
"Otis Products, Inc.",https://www.otisdefense.com,"Lyons Falls, NY, United States",Lyons Falls,NY,United States,1519,Hall ABC,"Otis Technology is known for manufacturing the most advanced firearms maintenance systems. The superior Breech-to-Muzzle® design combined with unmatched quality has positioned Otis as the gun care system of choice with the U.S. Military, Hunters, Shooters and Law Enforcement professionals worldwide. Otis Technology is America's gun care."
OTTO,https://www.otto-comm.com,"OT, USA",,OT,USA,7421,Hall DE,"OTTO designs and manufactures innovative two-way radio communication accessories developed for demanding applications. Proudly made in America, OTTO specializes in tactical communication headsets, communications power and data management systems, push-to-talk (PTT) hubs, speaker microphones, surveillance kits, and wireless intercoms."
Our Military Kids,https://www.ourmilitarykids.org,"Oakton, VA, United States",Oakton,VA,United States,434,Hall ABC,"Our Military Kids® is a national 501(c)(3) nonprofit offering extracurricular activity grants to children and teens of deployed National Guard, deployed Reserve, or post-9/11 combat wounded, ill, or injured Veterans in treatment. OMK activity grants build children's self-confidence, enhance family wellness, and strengthen a shared sense of community."
Oura,https://ouraring.com,"San Francisco, CA 94108",San Francisco,,CA 94108,7027,Hall DE,"10 years ago, we created a tool that seamlessly fits into your lifestyle, allowing you to conveniently make your health your priority. Oura gives you unlimited access to accurate data and information about your body, so that you can make more informed decisions, and lead a better, healthier life."
Pacific Defense,https://www.pacific-defense.com/,"El Segundo, CA, United States",El Segundo,CA,United States,8253,Hall DE,"Pacific Defense is purpose-built to drive the open systems transformation necessary to unlock rapid innovation and the power of commercial technology. Specializing in C5ISR and Electronic Warfare (EW) solutions for mission-critical environments, Pacific Defense leverages Modular Open Systems Architecture (MOSA) standards to deliver innovative, adaptable technology for evolving mission requirements."
Pacific Northwest Defense Coalition (PNDC),https://www.pndc.us,"Lake Oswego, OR, United States",Lake Oswego,OR,United States,3703,Hall ABC,The Pacific Northwest Defense Coalition (PNDC) is the business trade association for the Pacific Northwest defense & security industry.
PacSci EMC,https://www.psemc.com,"Hollister, CA, United States",Hollister,CA,United States,2216,Hall ABC,"PacSci EMC supplies energetic material, products, and systems for hundreds of different missile and munition platforms. Our electronic and laser-initiated ordnance systems, rocket motor ignition safety, and separation and release devices are used for numerous functions on strategic and tactical missiles and munitions. Discover more: https://www.psemc.com/."
Palantir Technologies,https://www.palantir.com,"Palo Alto, CA, United States",Palo Alto,CA,United States,1049,Hall ABC,"Palantir Technologies is an American dual use Technology Company that builds solutions for data-driven operations and decision-making. We partner with government agencies, commercial institutions, and non-profit organizations to transform how they achieve their goals through digital modernization. Our products power the most mission-critical use cases across Government today."
Panasonic Connect,https://www.connect.na.panasonic.com/toughbook,"Newark, NJ, United States",Newark,NJ,United States,2118,Hall ABC,"TOUGHBOOK© rugged computers, mobile solutions, and professional services provide dependability and reliability in the toughest environments, making anywhere TOUGHBOOK Territory. Panasonic Connect, the only major manufacturer that designs, builds, and tests its mobile devices in its own factory, for warfighters whose equipment must work the first time, every time, everywhere."
Parker Hannifin Corporation,https://www.parker.com,"Irvine, CA, United States",Irvine,CA,United States,1317,Hall ABC,Parker Hannifin is a Fortune 250 global leader in motion and control technologies. For more than a century the company has been enabling engineering breakthroughs that lead to a better tomorrow. Learn more at www.parker.com or @parkerhannifin.
"Parry Labs, LLC",https://www.parrylabs.com,"Alexandria, VA, United States",Alexandria,VA,United States,4339,Hall ABC,"Parry Labs provides advanced system solutions for the U.S. Department of Defense and commercial aerospace companies. From mission computing and power systems to unmanned systems and advanced satellite communications, Parry Labs collaborates with end-users to design and deploy customized technology solutions, ensuring mission success."
Parsons Corporation,https://www.parsons.com,"Chantilly, VA, United States",Chantilly,VA,United States,8441,Hall DE,"Parsons (NYSE:PSN) is a leading disruptive technology provider in the national security and global infrastructure markets, with capabilities across cyber and intelligence, space and missile defense, transportation, environmental remediation, urban development, and critical infrastructure protection. Please visit www.parsons.com to learn how we are making an impact."
Pearson Engineering Ltd.,https://www.pearson-eng.com,USA,,,USA,1461,Hall ABC,"For over three decades, Pearson Engineering has provided Armed Forces with the mobility and counter-mobility equipment they need to succeed in their missions around the world. Our interchangeable Front-End Equipment and other attachments can breach minefields, clear explosive ordnance, protect against explosive devices, move and create obstacles and cross gaps."
