name,booth,hall,profile_url,website,domain,all_urls,social_links,description,categories,email,phone,scraped_at,data_quality_score,location_raw_address,location_street,location_city,location_state,location_postal,location_country,location_country_code,location_lat,location_lng,location_accuracy
American Freedom Foundation,161,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/2DDC4B5A-6EC5-42EC-9E1D-1005433CCD15,,,"['https://www.facebook.com/https://www.facebook.com/AFFYourNextMission', 'https://twitter.com/https://x.com/i/flow/login?redirect_after_login=%2FYNM_Podcast', 'https://www.linkedin.com/company/https://www.linkedin.com/company/your-next-mission']","{'facebook': 'https://www.facebook.com/https://www.facebook.com/AFFYourNextMission', 'twitter': 'https://twitter.com/https://x.com/i/flow/login?redirect_after_login=%2FYNM_Podcast', 'linkedin': 'https://www.linkedin.com/company/https://www.linkedin.com/company/your-next-mission'}","Your Next Mission® is a new initiative from the American Freedom Foundation that provides content, resources, and support to Veterans, Military Servicemembers, Military Spouses and Families as they transition from military to civilian life.",[],,,2025-08-25 15:26:22,0.6," 161

Contact Info
Ted Hacker
Your Next Mission

American Freedom Foundation
10865 Hoffner Edge Drive
Riverview, FL 33579",10865 Hoffner Edge Drive,Riverview,FL,33579,United States,US,27.7977467,-82.3262777,geocoded
American Red Cross - Washington DC,429,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/857F5CC5-FFE3-42AF-AA76-EDFE584FDC1D,https://www.redcross.org,www.redcross.org,"['https://www.facebook.com/facebook.com/www.facebook.com/redcross', 'https://twitter.com/twitter.com/redcross', 'https://www.instagram.com/instagram.com/www.instagram.com/americanredcross', 'https://www.redcross.org']","{'facebook': 'https://www.facebook.com/facebook.com/www.facebook.com/redcross', 'twitter': 'https://twitter.com/twitter.com/redcross', 'instagram': 'https://www.instagram.com/instagram.com/www.instagram.com/americanredcross'}","Our emergency communication network connects military members and their families during times of crisis, connects them with community support and resources while also providing families with resiliency training and opportunities for growth while volunteering in military and VA treatment facilities.",[],,,2025-08-25 15:26:28,0.8," Washington DC
430 17th St NW
Washington, DC 20006",430 17th St,Washington,DC,20006,United States,US,38.894861,-77.0401837,geocoded
American Rheinmetall Defense,1339,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/B2C9BED8-9C89-EF11-8107-E02365054D38,https://www.rheinmetall-us.com,www.rheinmetall-us.com,"['https://www.linkedin.com/company/https://www.linkedin.com/company/american-rheinmetall/?viewAsMember=true', 'https://www.rheinmetall-us.com']",{'linkedin': 'https://www.linkedin.com/company/https://www.linkedin.com/company/american-rheinmetall/?viewAsMember=true'},"American Rheinmetall delivers next-generation solutions that enhance Soldier lethality, mobility, and situational awareness. From Advanced precision fires to innovative combat vehicles and mission systems, we support U.S. defense modernization priorities with forward-thinking capabilities - providing what modern battle requires, what Soldiers deserve, and what victory demands.",[],,,2025-08-25 15:26:38,0.6," Head of US Marketing

American Rheinmetall Defense
2600 Park Tower Drive
Vienna, VA 22180",2600 Park Tower Drive,Vienna,VA,22180,United States,US,,,unknown
American-Hellenic Chamber of Commerce,7219,Hall DE,https://maps.goeshow.com/ausa/annual/2025/0313B1C2-6E00-4AF6-ACA5-848288FFE0BA,,,"['https://www.facebook.com/https://www.facebook.com/AmchamGr/', 'https://twitter.com/https://twitter.com/amchamgr', 'https://www.instagram.com/https://www.instagram.com/amcham.gr/', 'https://www.linkedin.com/company/https://www.linkedin.com/company/american---hellenic-chamber-of-commerce']","{'facebook': 'https://www.facebook.com/https://www.facebook.com/AmchamGr/', 'twitter': 'https://twitter.com/https://twitter.com/amchamgr', 'instagram': 'https://www.instagram.com/https://www.instagram.com/amcham.gr/', 'linkedin': 'https://www.linkedin.com/company/https://www.linkedin.com/company/american---hellenic-chamber-of-commerce'}","The American-Hellenic Chamber of Commerce was established in 1932 in Greece to promote economic and business relations between U.S. and Greece and is the most active AmCham in Europe. 2025 marked a significant milestone for AmChamGR with the opening of AmCham U.S., the newly established branch office in Washington DC.",[],,,2025-08-25 15:26:44,0.5,111 Messoghion Avenue,,,,,United States,US,39.7837304,-100.445882,geocoded
AMETEK,6517,Hall DE,https://maps.goeshow.com/ausa/annual/2025/81A66F8E-328A-EF11-8107-E02365054D38,https://www.ametek.com,www.ametek.com,"['https://www.linkedin.com/company/https://www.linkedin.com/company/abaco-systems-embedded-solutions/', 'https://www.ametek.com']",{'linkedin': 'https://www.linkedin.com/company/https://www.linkedin.com/company/abaco-systems-embedded-solutions/'},AMETEK solves our customers’ most complex challenges by engineering and manufacturing reliable products and solutions for mission critical programs serving aerospace and military markets. Our tailored approach and product lifecycle support mitigates risk and ensures your programs success.,[],,,2025-08-25 15:26:49,0.7,"

Contact Info
Michael Slaton

AMETEK
1100 Cassatt Road
Berwyn, PA 19312",,,AM,,USA,US,29.6270768,-82.3623454,geocoded
Amiga Engineering Pty Ltd,525,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/B21C6FE9-313C-F011-8109-89D6F48D9B9D,https://https//amigaeng.com.au/,https,"['https://www.linkedin.com/company/https://www.linkedin.com/company/amiga-engineering-pty-ltd', 'https://https//amigaeng.com.au/']",{'linkedin': 'https://www.linkedin.com/company/https://www.linkedin.com/company/amiga-engineering-pty-ltd'},"Advanced Australian manufacturer delivering CNC machining, rare Tungsten Metal 3D printing, and in-house long-range target drones. Certified to AS9100D, with capabilities spanning Metal 3D Printed ballistic armour, aerospace components, and threat simulation systems. Proven partner for defence innovation, offering rapid, precise, and sovereign solutions to meet evolving global security challenges.",[],,,2025-08-25 15:26:54,0.7,,,,,,United States,US,39.7837304,-100.445882,geocoded
AML3D Limited,525,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/6D6BB780-323C-F011-8109-89D6F48D9B9D,https://aml3d.com/,aml3d.com,"['https://www.facebook.com/https://www.facebook.com/AML3D', 'https://twitter.com/https://x.com/AML3DL', 'https://www.instagram.com/https://www.instagram.com/aml3d/', 'https://www.linkedin.com/company/https://www.linkedin.com/company/aml3d/', 'https://aml3d.com/']","{'facebook': 'https://www.facebook.com/https://www.facebook.com/AML3D', 'twitter': 'https://twitter.com/https://x.com/AML3DL', 'instagram': 'https://www.instagram.com/https://www.instagram.com/aml3d/', 'linkedin': 'https://www.linkedin.com/company/https://www.linkedin.com/company/aml3d/'}","AML3D manufactures ARCEMY®, an industrial metal 3D printer utilizing Wire-arc Additive Manufacturing (WAM®) technology to produce large-scale and exotic material parts for Defense programs. ARCEMY® promotes supply chain resilience for metal parts, ensuring near-to-source manufacturing and on-demand printing capability, supporting sovereign manufacturing capability.",[],,,2025-08-25 15:26:59,0.7,136 Mooringe Avenue,,,,,USA,US,39.7837304,-100.445882,geocoded
Amphenol Military and Aerospace Operations,3539,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/9773CD6B-508A-EF11-8107-E02365054D38,https://www.amphenolamao.com,www.amphenolamao.com,"['https://www.facebook.com/https://www.facebook.com/AmphenolAAO/', 'https://www.linkedin.com/company/Amphenol Aerospace', 'https://www.amphenolamao.com']","{'facebook': 'https://www.facebook.com/https://www.facebook.com/AmphenolAAO/', 'linkedin': 'https://www.linkedin.com/company/Amphenol Aerospace'}","Amphenol Military & Aerospace Operations is perfectly aligned to provide the latest technologies, cost-effective manufacturing and supply chain management, and local support to solve any military and aerospace interconnect need.",[],,,2025-08-25 15:27:04,0.8,"60 Delaware Avenue
Sidney, NY 13838",60 Delaware Avenue,Sidney,NY,13838,United States,US,42.3059031,-75.3995061,geocoded
Amprius Technologies,546,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/0CB46EA6-27A8-EF11-8109-89D6F48D9B9D,https://amprius.com,amprius.com,"['https://twitter.com/https://x.com/AmpriusInc', 'https://www.linkedin.com/company/https://www.linkedin.com/company/ampriustechnologies', 'https://amprius.com']","{'twitter': 'https://twitter.com/https://x.com/AmpriusInc', 'linkedin': 'https://www.linkedin.com/company/https://www.linkedin.com/company/ampriustechnologies'}","Amprius Technologies provides high-performance silicon anode lithium-ion batteries, featuring the SiMaxx™ and SiCore™ product lines with industry-leading energy density and cycle life. Validated by top customers like Airbus and the U.S. Army, Amprius employs a capital-light manufacturing strategy through strategic partnerships and maintains headquarters in Fremont, CA.",[],,,2025-08-25 15:27:11,0.8,"

Contact Info
Scott Zafiropoulo
Senior Director of Marketing

Amprius Technologies
1180 Page Avenue
Fremont, CA 94538",1180 Page Avenue,Fremont,CA,94538,United States,US,37.4680862,-121.925545,geocoded
AMS AERO,7219,Hall DE,https://maps.goeshow.com/ausa/annual/2025/084F1B47-A473-47D6-B5BF-FA3333A005B2,https://www.amsaero.eu,www.amsaero.eu,"['https://www.facebook.com/https://www.facebook.com/amsaero.eu', 'https://www.linkedin.com/company/https://www.linkedin.com/company/amsaero/', 'https://www.amsaero.eu']","{'facebook': 'https://www.facebook.com/https://www.facebook.com/amsaero.eu', 'linkedin': 'https://www.linkedin.com/company/https://www.linkedin.com/company/amsaero/'}","AMS AERO, based in Athens International Airport – Greece, executes Military and Civil contracts / projects for aircraft and helicopters (MRO / Training). EASA Part-145,-147, -21J, -CAMO | FAA Part 145 | UK CAA Part 145 | ISO 9110 / 9001, 14001,27001, NSPA/NATO",[],,,2025-08-25 15:27:16,0.7,,,,,,United States,US,39.7837304,-100.445882,geocoded
Analysis SA,7219,Hall DE,https://maps.goeshow.com/ausa/annual/2025/B752EF49-7515-4241-A48C-DF8DD55079FA,https://analysis-ltd.com.gr/,analysis-ltd.com.gr,['https://analysis-ltd.com.gr/'],{},"Analysis SA designs and manufactures certified temperature, pressure, level and switch sensors for defense, marine, and industrial use. Fully produced in-house, our sensors serve submarines, torpedoes, drones, and Ex environments. Current developments include an IMU and True North Sensing for GPS-denied navigation. Certified to ISO 9001, IECEx, and Lloyd’s standards.",[],,,2025-08-25 15:27:21,0.7,,,,,,Greece,GR,38.9953683,21.9877132,geocoded
Anduril,3747,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/1949DED3-F18A-EF11-8109-89D6F48D9B9D,https://anduril.com,anduril.com,"['https://twitter.com/twitter.com/@anduriltech', 'https://anduril.com']",{'twitter': 'https://twitter.com/twitter.com/@anduriltech'},"Anduril is a new kind of defense technology company. Our mission is to transform US and allied military and national security capabilities with advanced technology by partnering with customers and investing our own money to build innovative software defined, hardware enabled products that solve the toughest problems.",[],,,2025-08-25 15:27:26,0.6," Product Marketing

Anduril
2722 Michelson Drive
Costa Mesa, CA 92626",2722 Michelson Drive,Costa Mesa,CA,92626,United States,US,,,unknown
Ansys,3455,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/E0414CAD-248B-EF11-8109-89D6F48D9B9D,https://www.ansys.com,www.ansys.com,"['https://www.facebook.com/https://www.facebook.com/ansys', 'https://twitter.com/https://www.twitter.com/ansys', 'https://www.linkedin.com/company/https://www.linkedin.com/company/ansys-inc', 'https://www.ansys.com']","{'facebook': 'https://www.facebook.com/https://www.facebook.com/ansys', 'twitter': 'https://twitter.com/https://www.twitter.com/ansys', 'linkedin': 'https://www.linkedin.com/company/https://www.linkedin.com/company/ansys-inc'}","For over 50 years, Ansys software has enabled innovators to push boundaries with the predictive power of simulation. From sustainable transportation to advanced semiconductors, from satellite systems to life-saving medical devices, our software will power the next great leaps in human advancement.",[],,,2025-08-25 15:27:33,0.6,"

Ansys
2600 Ansys Drive
Canonsburg, PA 15317",2600 Ansys Drive,Canonsburg,PA,15317,United States,US,,,unknown
"Antenna Research Associates, Inc",2367,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/5BEE81B5-0A8B-EF11-8109-89D6F48D9B9D,https://ara-inc.com/,ara-inc.com,"['https://twitter.com/@ARA_Defense', 'https://www.linkedin.com/company/https://www.linkedin.com/company/antenna-research-associates/', 'https://ara-inc.com/']","{'twitter': 'https://twitter.com/@ARA_Defense', 'linkedin': 'https://www.linkedin.com/company/https://www.linkedin.com/company/antenna-research-associates/'}","Antenna Research Associates (ARA) provides advanced antenna technologies and subsystems for C5ISR applications. With 60+ years of expertise in EW, military communications, radar, and satellite systems, ARA delivers unmatched intelligence, situational awareness, threat detection, and targeting capabilities—ensuring U.S. joint forces stay secure, superior, and mission-ready worldwide.",[],,,2025-08-25 15:27:38,0.8," Inc
8880 Gorman Rd
LAUREL, MD 20723",,8880 Gorman Rd,LA,,United States,US,32.5704031,-93.901065,geocoded
Anywise,525,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/D9CF24DB-323C-F011-8109-89D6F48D9B9D,https://www.anywise.com.au,www.anywise.com.au,"['https://www.facebook.com/https://www.facebook.com/anywiseAUS', 'https://twitter.com/anywise_aus', 'https://www.instagram.com/https://www.instagram.com/anywise_aus', 'https://www.linkedin.com/company/https://www.linkedin.com/company/anywiseaus/', 'https://www.anywise.com.au']","{'facebook': 'https://www.facebook.com/https://www.facebook.com/anywiseAUS', 'twitter': 'https://twitter.com/anywise_aus', 'instagram': 'https://www.instagram.com/https://www.instagram.com/anywise_aus', 'linkedin': 'https://www.linkedin.com/company/https://www.linkedin.com/company/anywiseaus/'}","A veteran-owned company that provides agile, tailored solutions to Government, Defence Industry and customers across multiple sectors. Anywise believes in establishing open dialogue with its customers and solving problems through true partnerships. The right people for the task to achieve the required outcome on time and within budget.",[],,,2025-08-25 15:27:44,0.7,40 Glasshouse Rd,,,,,Australia,AU,-24.7761086,134.755,geocoded
