Institution Name,State,City,program,Contact Email,Website
Reedley College,CA,Reedley,Machine & Mechanical Systems,sarina.navarro@reedleycollege.edu,www.reedleycollege.edu/
Reedley College,CA,Reedley,Welding,sarina.navarro@reedleycollege.edu,www.reedleycollege.edu/
Laney College,CA,Oakland,Welding,jmei@peralta.edu,laney.edu/
Laney College,CA,Oakland,HVAC,jmei@peralta.edu,laney.edu/
Laney College,CA,Oakland,Woodworking & Carpentry,jmei@peralta.edu,laney.edu/
Laney College,CA,Oakland,Construction,jmei@peralta.edu,laney.edu/
Laney College,CA,Oakland,Machine & Mechanical Systems,jmei@peralta.edu,laney.edu/
Lassen Community College,CA,Susanville,Diesel & Automotive Tech,ccamacho@lassencollege.edu,www.lassencollege.edu/
Lassen Community College,CA,Susanville,Welding,ccamacho@lassencollege.edu,www.lassencollege.edu/
Long Beach City College,CA,Long Beach,Diesel & Automotive Tech,mmunoz@lbcc.edu,www.lbcc.edu/
Long Beach City College,CA,Long Beach,Welding,mmunoz@lbcc.edu,www.lbcc.edu/
Long Beach City College,CA,Long Beach,Construction,mmunoz@lbcc.edu,www.lbcc.edu/
Long Beach City College,CA,Long Beach,Electronics,mmunoz@lbcc.edu,www.lbcc.edu/
Los Angeles Pierce College,CA,Woodland Hills,Diesel & Automotive Tech,cifrajs@piercecollege.edu,www.lapc.edu/
Los Angeles Pierce College,CA,Woodland Hills,Welding,cifrajs@piercecollege.edu,www.lapc.edu/
Los Angeles Trade Technical College,CA,Los Angeles,Diesel & Automotive Tech,shabazss@lattc.edu,www.lattc.edu/
Los Angeles Trade Technical College,CA,Los Angeles,Woodworking & Carpentry,shabazss@lattc.edu,www.lattc.edu/
Los Angeles Trade Technical College,CA,Los Angeles,Construction,shabazss@lattc.edu,www.lattc.edu/
Los Angeles Trade Technical College,CA,Los Angeles,HVAC,shabazss@lattc.edu,www.lattc.edu/
Los Angeles Trade Technical College,CA,Los Angeles,Welding,shabazss@lattc.edu,www.lattc.edu/
Los Angeles Trade Technical College,CA,Los Angeles,Plumbing & Pipefitting,shabazss@lattc.edu,www.lattc.edu/
Los Angeles Trade Technical College,CA,Los Angeles,Electronics,shabazss@lattc.edu,www.lattc.edu/
Los Angeles Trade Technical College,CA,Los Angeles,Machine & Mechanical Systems,shabazss@lattc.edu,www.lattc.edu/
Los Angeles Valley College,CA,Valley Glen,Construction,nalepal@lavc.edu,www.lavc.edu/
Los Angeles Valley College,CA,Valley Glen,Machine & Mechanical Systems,nalepal@lavc.edu,www.lavc.edu/
Los Angeles Valley College,CA,Valley Glen,Electronics,nalepal@lavc.edu,www.lavc.edu/
Los Angeles Mission College,CA,Sylmar,Construction,ulianamr@laccd.edu,https://www.lamission.edu/
Los Medanos College,CA,Pittsburg,HVAC,pralston@losmedanos.edu,https://www.losmedanos.edu/
Los Medanos College,CA,Pittsburg,Construction,pralston@losmedanos.edu,https://www.losmedanos.edu/
Los Medanos College,CA,Pittsburg,Electronics,pralston@losmedanos.edu,https://www.losmedanos.edu/
College of Marin,CA,Kentfield,Machine & Mechanical Systems,arvarona@marin.edu,www.marin.edu/
College of Marin,CA,Kentfield,Electronics,arvarona@marin.edu,www.marin.edu/
College of Marin,CA,Kentfield,Diesel & Automotive Tech,arvarona@marin.edu,www.marin.edu/
Mendocino College,CA,Ukiah,Woodworking & Carpentry,tkaras@mendocino.edu,www.mendocino.edu/
Mendocino College,CA,Ukiah,Diesel & Automotive Tech,tkaras@mendocino.edu,www.mendocino.edu/
Mendocino College,CA,Ukiah,Welding,tkaras@mendocino.edu,www.mendocino.edu/
Merced College,CA,Merced,Diesel & Automotive Tech,autumn.gardia@mccd.edu,www.mccd.edu/
Merced College,CA,Merced,HVAC,autumn.gardia@mccd.edu,www.mccd.edu/
Merced College,CA,Merced,CAD/CAM Drafting,autumn.gardia@mccd.edu,www.mccd.edu/
Merced College,CA,Merced,Electronics,autumn.gardia@mccd.edu,www.mccd.edu/
MiraCosta College,CA,Oceanside,HVAC,scooke@miracosta.edu,www.miracosta.edu/
MiraCosta College,CA,Oceanside,Diesel & Automotive Tech,scooke@miracosta.edu,www.miracosta.edu/
MiraCosta College,CA,Oceanside,CAD/CAM Drafting,scooke@miracosta.edu,www.miracosta.edu/
MiraCosta College,CA,Oceanside,Construction,scooke@miracosta.edu,www.miracosta.edu/
Modesto Junior College,CA,Modesto,HVAC,sandersb@yosemite.edu,https://www.mjc.edu/
Modesto Junior College,CA,Modesto,Plumbing & Pipefitting,sandersb@yosemite.edu,https://www.mjc.edu/
Modesto Junior College,CA,Modesto,Welding,sandersb@yosemite.edu,https://www.mjc.edu/
Modesto Junior College,CA,Modesto,Machine & Mechanical Systems,sandersb@yosemite.edu,https://www.mjc.edu/
Modesto Junior College,CA,Modesto,Construction,sandersb@yosemite.edu,https://www.mjc.edu/
Monterey Peninsula College,CA,Monterey,Diesel & Automotive Tech,president@mpc.edu,www.mpc.edu/
Moorpark College,CA,Moorpark,CAD/CAM Drafting,nblock@vcccd.edu,www.moorparkcollege.edu/index.shtml
Moorpark College,CA,Moorpark,Diesel & Automotive Tech,nblock@vcccd.edu,www.moorparkcollege.edu/index.shtml
Moorpark College,CA,Moorpark,Machine & Mechanical Systems,nblock@vcccd.edu,www.moorparkcollege.edu/index.shtml
Moorpark College,CA,Moorpark,Electronics,nblock@vcccd.edu,www.moorparkcollege.edu/index.shtml
Mt San Antonio College,CA,Walnut,CAD/CAM Drafting,tanders1@mtsac.edu,www.mtsac.edu/
Mt San Antonio College,CA,Walnut,Welding,tanders1@mtsac.edu,www.mtsac.edu/
Mt San Antonio College,CA,Walnut,Diesel & Automotive Tech,tanders1@mtsac.edu,www.mtsac.edu/
Mt San Jacinto Community College District,CA,San Jacinto,Diesel & Automotive Tech,—,www.msjc.edu/
Napa Valley College,CA,Napa,CAD/CAM Drafting,grace.bungart@napavalley.edu,https://www.napavalley.edu/
Napa Valley College,CA,Napa,Welding,grace.bungart@napavalley.edu,https://www.napavalley.edu/
Napa Valley College,CA,Napa,Machine & Mechanical Systems,grace.bungart@napavalley.edu,https://www.napavalley.edu/
Newschool of Architecture and Design,CA,San Diego,CAD/CAM Drafting,chsu@newschoolarch.edu,www.newschoolarch.edu/
Newschool of Architecture and Design,CA,San Diego,Construction,chsu@newschoolarch.edu,www.newschoolarch.edu/
Ohlone College,CA,Fremont,CAD/CAM Drafting,—,www.ohlone.edu/
Ohlone College,CA,Fremont,HVAC,—,www.ohlone.edu/
Ohlone College,CA,Fremont,Welding,—,www.ohlone.edu/
Ohlone College,CA,Fremont,Plumbing & Pipefitting,—,www.ohlone.edu/
Ohlone College,CA,Fremont,Machine & Mechanical Systems,—,www.ohlone.edu/
Ohlone College,CA,Fremont,Electronics,—,www.ohlone.edu/
Ohlone College,CA,Fremont,Construction,—,www.ohlone.edu/
Orange Coast College,CA,Costa Mesa,Welding,asuarez29@occ.cccd.edu,orangecoastcollege.edu/
Orange Coast College,CA,Costa Mesa,Construction,asuarez29@occ.cccd.edu,orangecoastcollege.edu/
Orange Coast College,CA,Costa Mesa,HVAC,asuarez29@occ.cccd.edu,orangecoastcollege.edu/
Orange Coast College,CA,Costa Mesa,Electronics,asuarez29@occ.cccd.edu,orangecoastcollege.edu/
Orange Coast College,CA,Costa Mesa,CAD/CAM Drafting,asuarez29@occ.cccd.edu,orangecoastcollege.edu/
Otis College of Art and Design,CA,Los Angeles,CAD/CAM Drafting,otispresident@otis.edu,www.otis.edu/
Oxnard College,CA,Oxnard,Diesel & Automotive Tech,rogonzalez@vcccd.edu,www.oxnardcollege.edu/
Oxnard College,CA,Oxnard,HVAC,rogonzalez@vcccd.edu,www.oxnardcollege.edu/
Oxnard College,CA,Oxnard,CAD/CAM Drafting,rogonzalez@vcccd.edu,www.oxnardcollege.edu/
Palo Verde College,CA,Blythe,Diesel & Automotive Tech,emubruce@gmail.com,https://www.paloverde.edu/
Palo Verde College,CA,Blythe,Welding,emubruce@gmail.com,https://www.paloverde.edu/
Palo Verde College,CA,Blythe,Construction,emubruce@gmail.com,https://www.paloverde.edu/
Palo Verde College,CA,Blythe,CAD/CAM Drafting,emubruce@gmail.com,https://www.paloverde.edu/
Palo Verde College,CA,Blythe,Woodworking & Carpentry,emubruce@gmail.com,https://www.paloverde.edu/
Palomar College,CA,San Marcos,Woodworking & Carpentry,sriveralacey@palomar.edu,www2.palomar.edu/
Palomar College,CA,San Marcos,Diesel & Automotive Tech,sriveralacey@palomar.edu,www2.palomar.edu/
Palomar College,CA,San Marcos,CAD/CAM Drafting,sriveralacey@palomar.edu,www2.palomar.edu/
Palomar College,CA,San Marcos,Machine & Mechanical Systems,sriveralacey@palomar.edu,www2.palomar.edu/
Palomar College,CA,San Marcos,HVAC,sriveralacey@palomar.edu,www2.palomar.edu/
Pasadena City College,CA,Pasadena,Diesel & Automotive Tech,pccprez@pasadena.edu,pasadena.edu/
Pasadena City College,CA,Pasadena,Construction,pccprez@pasadena.edu,pasadena.edu/
Pasadena City College,CA,Pasadena,Electronics,pccprez@pasadena.edu,pasadena.edu/
Pasadena City College,CA,Pasadena,Machine & Mechanical Systems,pccprez@pasadena.edu,pasadena.edu/
Pasadena City College,CA,Pasadena,Welding,pccprez@pasadena.edu,pasadena.edu/
Porterville College,CA,Porterville,Welding,maribel.hernandez@portervillecollege.edu,https://www.portervillecollege.edu/
Santa Ana College,CA,Santa Ana,Construction,—,www.sac.edu/
Santa Ana College,CA,Santa Ana,Diesel & Automotive Tech,—,www.sac.edu/
Santa Ana College,CA,Santa Ana,HVAC,—,www.sac.edu/
Santa Ana College,CA,Santa Ana,Welding,—,www.sac.edu/
College of the Redwoods,CA,Eureka,Diesel & Automotive Tech,WelcomeCenter@redwoods.edu,https://www.redwoods.edu/
College of the Redwoods,CA,Eureka,Construction,WelcomeCenter@redwoods.edu,https://www.redwoods.edu/
College of the Redwoods,CA,Eureka,Welding,WelcomeCenter@redwoods.edu,https://www.redwoods.edu/
College of the Redwoods,CA,Eureka,Woodworking & Carpentry,WelcomeCenter@redwoods.edu,https://www.redwoods.edu/
Rio Hondo College,CA,Whittier,Electronics,—,www.riohondo.edu/
Rio Hondo College,CA,Whittier,Machine & Mechanical Systems,—,www.riohondo.edu/
Rio Hondo College,CA,Whittier,Diesel & Automotive Tech,—,www.riohondo.edu/
Rio Hondo College,CA,Whittier,CAD/CAM Drafting,—,www.riohondo.edu/
Rio Hondo College,CA,Whittier,Welding,—,www.riohondo.edu/
Rio Hondo College,CA,Whittier,Woodworking & Carpentry,—,www.riohondo.edu/
Rio Hondo College,CA,Whittier,Construction,—,www.riohondo.edu/
Riverside City College,CA,Riverside,Diesel & Automotive Tech,president@rcc.edu,www.rcc.edu/
Riverside City College,CA,Riverside,Welding,president@rcc.edu,www.rcc.edu/
Sacramento City College,CA,Sacramento,Electronics,GarciaAJ@scc.losrios.edu,https://www.scc.losrios.edu/
Sacramento City College,CA,Sacramento,Machine & Mechanical Systems,GarciaAJ@scc.losrios.edu,https://www.scc.losrios.edu/
Saddleback College,CA,Mission Viejo,Diesel & Automotive Tech,scpresident@saddleback.edu,https://www.saddleback.edu/
Saddleback College,CA,Mission Viejo,Construction,scpresident@saddleback.edu,https://www.saddleback.edu/
San Diego City College,CA,San Diego,HVAC,rshabazz@sdccd.edu,www.sdcity.edu/
San Diego City College,CA,San Diego,Electronics,rshabazz@sdccd.edu,www.sdcity.edu/
San Diego City College,CA,San Diego,Machine & Mechanical Systems,rshabazz@sdccd.edu,www.sdcity.edu/
San Diego Miramar College,CA,San Diego,Diesel & Automotive Tech,mkunst@sdccd.edu,www.sdmiramar.edu/
San Joaquin Delta College,CA,Stockton,CAD/CAM Drafting,lisa.lawrenson@deltacollege.edu,www.deltacollege.edu/
San Joaquin Delta College,CA,Stockton,Diesel & Automotive Tech,lisa.lawrenson@deltacollege.edu,www.deltacollege.edu/
San Joaquin Delta College,CA,Stockton,Electronics,lisa.lawrenson@deltacollege.edu,www.deltacollege.edu/
San Joaquin Delta College,CA,Stockton,HVAC,lisa.lawrenson@deltacollege.edu,www.deltacollege.edu/
San Joaquin Delta College,CA,Stockton,Machine & Mechanical Systems,lisa.lawrenson@deltacollege.edu,www.deltacollege.edu/
San Joaquin Delta College,CA,Stockton,Welding,lisa.lawrenson@deltacollege.edu,www.deltacollege.edu/
San Joaquin Valley College-Visalia,CA,Visalia,HVAC,—,www.sjvc.edu/
San Joaquin Valley College-Bakersfield,CA,Bakersfield,HVAC,—,www.sjvc.edu/
San Jose City College,CA,San Jose,Construction,SJCCPres@sjcc.edu,www.sjcc.edu/
College of San Mateo,CA,San Mateo,Electronics,perezma@smccd.edu,www.collegeofsanmateo.edu/
Santa Barbara City College,CA,Santa Barbara,CAD/CAM Drafting,—,www.sbcc.edu/
Santa Barbara City College,CA,Santa Barbara,Construction,—,www.sbcc.edu/
Santa Barbara City College,CA,Santa Barbara,Diesel & Automotive Tech,—,www.sbcc.edu/
Santa Monica College,CA,Santa Monica,Diesel & Automotive Tech,jeffery_kathryn@smc.edu,https://www.smc.edu/
Santa Monica College,CA,Santa Monica,CAD/CAM Drafting,jeffery_kathryn@smc.edu,https://www.smc.edu/
Santa Rosa Junior College,CA,Santa Rosa,CAD/CAM Drafting,angelicagarcia@santarosa.edu,www.santarosa.edu/
Santa Rosa Junior College,CA,Santa Rosa,Electronics,angelicagarcia@santarosa.edu,www.santarosa.edu/
Santa Rosa Junior College,CA,Santa Rosa,Diesel & Automotive Tech,angelicagarcia@santarosa.edu,www.santarosa.edu/
Santa Rosa Junior College,CA,Santa Rosa,Machine & Mechanical Systems,angelicagarcia@santarosa.edu,www.santarosa.edu/
Santa Rosa Junior College,CA,Santa Rosa,Welding,angelicagarcia@santarosa.edu,www.santarosa.edu/
College of the Sequoias,CA,Visalia,Diesel & Automotive Tech,brentc@cos.edu,https://www.cos.edu/
College of the Sequoias,CA,Visalia,Construction,brentc@cos.edu,https://www.cos.edu/
College of the Sequoias,CA,Visalia,CAD/CAM Drafting,brentc@cos.edu,https://www.cos.edu/
College of the Sequoias,CA,Visalia,HVAC,brentc@cos.edu,https://www.cos.edu/
College of the Sequoias,CA,Visalia,Welding,brentc@cos.edu,https://www.cos.edu/
Shasta College,CA,Redding,Diesel & Automotive Tech,presidentsoffice@shastacollege.edu,https://www.shastacollege.edu/
Shasta College,CA,Redding,Welding,presidentsoffice@shastacollege.edu,https://www.shastacollege.edu/
Sierra College,CA,Rocklin,CAD/CAM Drafting,president@sierracollege.edu,https://www.sierracollege.edu/
Sierra College,CA,Rocklin,Machine & Mechanical Systems,president@sierracollege.edu,https://www.sierracollege.edu/
Sierra College,CA,Rocklin,Welding,president@sierracollege.edu,https://www.sierracollege.edu/
Sierra College,CA,Rocklin,Diesel & Automotive Tech,president@sierracollege.edu,https://www.sierracollege.edu/
College of the Siskiyous,CA,Weed,Welding,cperlas@siskiyous.edu,www.siskiyous.edu/
Charles A Jones Career and Education Center,CA,Sacramento,HVAC,adulteducation@scusd.edu,www.caj.scusd.edu/
Skyline College,CA,San Bruno,Diesel & Automotive Tech,carternate@smccd.edu,skylinecollege.edu/
Skyline College,CA,San Bruno,Electronics,carternate@smccd.edu,skylinecollege.edu/
San Bernardino Valley College,CA,San Bernardino,CAD/CAM Drafting,gcontreras@valleycollege.edu,www.valleycollege.edu/
San Bernardino Valley College,CA,San Bernardino,Diesel & Automotive Tech,gcontreras@valleycollege.edu,www.valleycollege.edu/
San Bernardino Valley College,CA,San Bernardino,Electronics,gcontreras@valleycollege.edu,www.valleycollege.edu/
San Bernardino Valley College,CA,San Bernardino,HVAC,gcontreras@valleycollege.edu,www.valleycollege.edu/
San Bernardino Valley College,CA,San Bernardino,Welding,gcontreras@valleycollege.edu,www.valleycollege.edu/
Solano Community College,CA,Fairfield,Diesel & Automotive Tech,Jose.Cortes@solano.edu,welcome.solano.edu/
Solano Community College,CA,Fairfield,CAD/CAM Drafting,Jose.Cortes@solano.edu,welcome.solano.edu/
Solano Community College,CA,Fairfield,Welding,Jose.Cortes@solano.edu,welcome.solano.edu/
Southwestern College,CA,Chula Vista,HVAC,msanchez@swccd.edu,https://www.swccd.edu/
Southwestern College,CA,Chula Vista,Construction,msanchez@swccd.edu,https://www.swccd.edu/
Taft College,CA,Taft,Welding,cduran@taftcollege.edu,www.taftcollege.edu/
Ventura College,CA,Ventura,Diesel & Automotive Tech,clouridohabib@vcccd.edu,www.venturacollege.edu/
Ventura College,CA,Ventura,CAD/CAM Drafting,clouridohabib@vcccd.edu,www.venturacollege.edu/
Ventura College,CA,Ventura,Construction,clouridohabib@vcccd.edu,www.venturacollege.edu/
Ventura College,CA,Ventura,Welding,clouridohabib@vcccd.edu,www.venturacollege.edu/
Victor Valley College,CA,Victorville,Diesel & Automotive Tech,Daniel.Walden@vvc.edu,www.vvc.edu/
Victor Valley College,CA,Victorville,Electronics,Daniel.Walden@vvc.edu,www.vvc.edu/
Victor Valley College,CA,Victorville,HVAC,Daniel.Walden@vvc.edu,www.vvc.edu/
Victor Valley College,CA,Victorville,Woodworking & Carpentry,Daniel.Walden@vvc.edu,www.vvc.edu/
Victor Valley College,CA,Victorville,Construction,Daniel.Walden@vvc.edu,www.vvc.edu/
Victor Valley College,CA,Victorville,Welding,Daniel.Walden@vvc.edu,www.vvc.edu/
Coalinga College,CA,Coalinga,HVAC,carlatweed@whccd.edu,https://www.westhillscollege.com/coalinga/
Coalinga College,CA,Coalinga,Welding,carlatweed@whccd.edu,https://www.westhillscollege.com/coalinga/
Carrington College-Sacramento,CA,Sacramento,Electronics,media@carrington.edu,https://carrington.edu/
Carrington College-Sacramento,CA,Sacramento,HVAC,media@carrington.edu,https://carrington.edu/
Yuba College,CA,Marysville,Diesel & Automotive Tech,tdotson@yccd.edu,https://yc.yccd.edu/
Yuba College,CA,Marysville,Welding,tdotson@yccd.edu,https://yc.yccd.edu/
Yuba College,CA,Marysville,Machine & Mechanical Systems,tdotson@yccd.edu,https://yc.yccd.edu/
Aims Community College,CO,Greeley,Welding,leah.bornstein@aims.edu,www.aims.edu/
Aims Community College,CO,Greeley,Woodworking & Carpentry,leah.bornstein@aims.edu,www.aims.edu/
Aims Community College,CO,Greeley,HVAC,leah.bornstein@aims.edu,www.aims.edu/
Aims Community College,CO,Greeley,Construction,leah.bornstein@aims.edu,www.aims.edu/
Aims Community College,CO,Greeley,Machine & Mechanical Systems,leah.bornstein@aims.edu,www.aims.edu/
Aims Community College,CO,Greeley,Plumbing & Pipefitting,leah.bornstein@aims.edu,www.aims.edu/
Aims Community College,CO,Greeley,Electronics,leah.bornstein@aims.edu,www.aims.edu/
Arapahoe Community College,CO,Littleton,HVAC,stephanie.fujii@arapahoe.edu,www.arapahoe.edu/
Arapahoe Community College,CO,Littleton,Machine & Mechanical Systems,stephanie.fujii@arapahoe.edu,www.arapahoe.edu/
Arapahoe Community College,CO,Littleton,CAD/CAM Drafting,stephanie.fujii@arapahoe.edu,www.arapahoe.edu/
Arapahoe Community College,CO,Littleton,Diesel & Automotive Tech,stephanie.fujii@arapahoe.edu,www.arapahoe.edu/
Spartan College of Aeronautics and Technology,CO,Broomfield,Welding,pharris@spartan.edu,www.spartan.edu/
Colorado Mountain College,CO,Glenwood Springs,Welding,mgianneschi@coloradomtn.edu,coloradomtn.edu/
Colorado Mountain College,CO,Glenwood Springs,Diesel & Automotive Tech,mgianneschi@coloradomtn.edu,coloradomtn.edu/
